Year;Month;Day;Hour;Minute;Total Precipitation (high resolution)  [sfc];Snowfall Amount (high resolution)  [sfc];Total Cloud Cover  [sfc];Sunshine Duration  [sfc];Shortwave Radiation  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd]
2018;04;06;04;00;0.00;0.00;3.00;0.00;0.00;15.35;129.29
2018;04;06;05;00;0.00;0.00;3.30;0.00;0.00;16.64;128.85
2018;04;06;06;00;0.00;0.00;3.60;0.00;0.00;18.72;127.97
2018;04;06;07;00;0.00;0.00;3.00;0.00;0.00;20.30;127.07
2018;04;06;08;00;0.00;0.00;6.90;42.70;28.48;23.28;129.35
2018;04;06;09;00;0.00;0.00;3.90;55.60;179.78;26.22;134.44
2018;04;06;10;00;0.00;0.00;3.00;57.51;340.87;28.79;137.53
2018;04;06;11;00;0.00;0.00;20.00;58.09;483.27;32.05;141.84
2018;04;06;12;00;0.00;0.00;10.00;47.23;598.08;34.95;145.49
2018;04;06;13;00;0.00;0.00;5.40;53.62;681.74;35.86;144.40
2018;04;06;14;00;0.00;0.00;8.00;56.55;713.78;31.98;148.82
2018;04;06;15;00;0.00;0.00;6.60;54.89;711.11;31.80;149.37
2018;04;06;16;00;0.00;0.00;3.90;55.79;664.83;31.24;152.55
2018;04;06;17;00;0.00;0.00;3.00;57.51;577.61;29.95;154.36
2018;04;06;18;00;0.00;0.00;3.00;58.09;458.35;28.50;153.76
2018;04;06;19;00;0.00;0.00;3.90;58.09;311.50;25.46;151.26
2018;04;06;20;00;0.00;0.00;4.80;57.51;149.52;19.97;146.02
2018;04;06;21;00;0.00;0.00;5.70;29.23;13.35;16.04;135.91
2018;04;06;22;00;0.00;0.00;4.50;0.00;0.00;16.09;130.46
2018;04;06;23;00;0.00;0.00;5.70;0.00;0.00;16.36;129.64
2018;04;07;00;00;0.00;0.00;7.20;0.00;0.00;14.62;128.00
2018;04;07;01;00;0.00;0.00;5.70;0.00;0.00;14.98;125.22
2018;04;07;02;00;0.00;0.00;5.70;0.00;0.00;15.35;129.29
2018;04;07;03;00;0.00;0.00;6.00;0.00;0.00;15.35;129.29
2018;04;07;04;00;0.00;0.00;49.00;0.00;0.00;15.19;126.33
2018;04;07;05;00;0.00;0.00;83.00;0.00;0.00;15.02;134.03
2018;04;07;06;00;0.00;0.00;6.00;0.00;0.00;14.90;142.85
2018;04;07;07;00;0.00;0.00;100.00;0.00;0.00;17.65;163.41
2018;04;07;08;00;0.00;0.00;5.00;0.00;31.15;14.93;164.62
2018;04;07;09;00;0.00;0.00;54.00;56.81;181.56;18.94;171.25
2018;04;07;10;00;0.00;0.00;60.00;25.53;338.20;20.89;181.97
2018;04;07;11;00;0.00;0.00;25.00;21.70;390.71;22.75;184.54
2018;04;07;12;00;0.00;0.00;100.00;44.04;560.70;18.29;190.20
2018;04;07;13;00;0.00;0.00;3.90;0.00;628.34;21.39;186.77
2018;04;07;14;00;0.00;0.00;100.00;57.51;644.36;22.43;198.73
2018;04;07;15;00;0.00;0.00;100.00;0.00;597.19;22.21;199.90
2018;04;07;16;00;0.00;0.00;100.00;0.00;591.85;22.21;196.97
2018;04;07;17;00;0.00;0.00;100.00;0.00;387.15;20.39;200.67
2018;04;07;18;00;0.00;0.00;33.00;0.00;386.26;20.29;205.20
2018;04;07;19;00;0.00;0.00;23.00;38.94;298.15;16.92;209.29
2018;04;07;20;00;0.00;0.00;53.00;45.32;138.84;8.53;207.65
2018;04;07;21;00;0.00;0.00;25.00;14.11;15.13;5.62;230.19
2018;04;07;22;00;0.00;0.00;5.40;0.00;0.00;7.90;294.23
2018;04;07;23;00;0.00;0.00;11.10;0.00;0.00;18.53;335.92
2018;04;08;00;00;0.00;0.00;6.00;0.00;0.00;12.76;343.61
2018;04;08;01;00;0.00;0.00;100.00;0.00;0.00;13.68;360.00
2018;04;08;02;00;0.00;0.00;100.00;0.00;0.00;12.74;42.71
2018;04;08;03;00;0.00;0.00;100.00;0.00;0.00;10.44;46.40
2018;04;08;04;00;0.00;0.00;16.00;0.00;0.00;8.71;38.29
2018;04;08;05;00;0.00;0.00;100.00;0.00;0.00;9.36;22.62
2018;04;08;06;00;0.00;0.00;100.00;0.00;0.00;13.32;38.42
2018;04;08;07;00;0.00;0.00;100.00;0.00;0.00;13.83;51.34
2018;04;08;08;00;0.00;0.00;100.00;0.00;12.46;10.69;57.38
2018;04;08;09;00;0.00;0.00;100.00;0.00;51.62;7.24;84.29
2018;04;08;10;00;0.00;0.00;100.00;0.00;129.05;2.19;260.54
2018;04;08;11;00;0.00;0.00;100.00;0.00;271.45;8.71;38.29
2018;04;08;12;00;0.00;0.00;91.00;0.00;554.47;8.12;77.20
2018;04;08;13;00;0.00;0.00;100.00;1.91;603.42;7.64;98.13
2018;04;08;14;00;0.00;0.00;10.00;0.00;639.02;16.70;52.88
2018;04;08;15;00;0.00;0.00;10.00;53.62;682.63;13.85;65.43
2018;04;08;16;00;0.00;0.00;100.00;53.62;562.48;6.88;83.99
2018;04;08;17;00;0.00;0.00;95.00;0.00;554.47;7.97;71.57
2018;04;08;18;00;0.00;0.00;81.00;0.00;431.65;6.99;124.51
2018;04;08;19;00;0.00;0.00;93.00;8.30;293.70;8.40;170.13
2018;04;08;20;00;0.00;0.00;69.00;0.64;50.73;11.09;193.13
2018;04;08;21;00;0.00;0.00;100.00;9.02;12.46;9.45;162.26
2018;04;08;22;00;0.00;0.00;100.00;0.00;0.00;10.46;130.82
2018;04;08;23;00;0.00;0.00;100.00;0.00;0.00;8.79;145.01
2018;04;09;00;00;0.00;0.00;100.00;0.00;0.00;5.80;150.26
2018;04;09;01;00;0.00;0.00;34.00;0.00;0.00;5.09;81.87
2018;04;09;02;00;0.00;0.00;100.00;0.00;0.00;8.21;74.74
2018;04;09;03;00;0.00;0.00;67.00;0.00;0.00;9.35;74.36
2018;04;09;04;00;0.00;0.00;3.00;0.00;0.00;9.00;73.74
2018;04;09;05;00;0.00;0.00;34.00;0.00;0.00;7.42;75.96
2018;04;09;06;00;0.00;0.00;100.00;0.00;0.00;4.02;63.43
2018;04;09;07;00;0.00;0.00;100.00;0.00;0.00;1.30;123.69
2018;04;09;08;00;0.00;0.00;100.00;0.00;19.58;3.32;192.53
2018;04;09;09;00;0.00;0.00;100.00;0.00;89.89;4.35;245.56
2018;04;09;10;00;0.00;0.00;100.00;0.00;153.08;14.40;270.00
2018;04;09;11;00;0.00;0.00;100.00;0.00;283.91;16.92;293.84
2018;04;09;12;00;0.00;0.00;100.00;0.00;370.24;18.17;326.31
2018;04;09;13;00;0.00;0.00;87.00;0.00;561.59;21.63;341.57
2018;04;09;14;00;0.00;0.00;100.00;4.47;559.81;6.49;356.82
2018;04;09;15;00;0.00;0.00;100.00;0.00;278.57;6.52;6.34
2018;04;09;16;00;0.30;0.00;100.00;0.00;170.88;5.41;356.19
2018;04;09;17;00;1.00;0.00;100.00;0.00;141.51;8.89;328.24
2018;04;09;18;00;1.20;0.00;100.00;0.00;96.12;14.02;311.88
2018;04;09;19;00;0.90;0.00;100.00;0.00;49.84;12.82;308.16
2018;04;09;20;00;1.00;0.00;100.00;0.00;42.72;10.59;305.31
2018;04;09;21;00;0.50;0.00;100.00;0.00;2.67;8.40;313.26
2018;04;09;22;00;0.10;0.00;100.00;0.00;0.00;6.30;329.04
2018;04;09;23;00;0.20;0.00;100.00;0.00;0.00;4.90;287.10
2018;04;10;00;00;0.40;0.00;100.00;0.00;0.00;10.38;236.31
2018;04;10;01;00;0.80;0.00;100.00;0.00;0.00;17.29;238.63
2018;04;10;02;00;0.40;0.00;100.00;0.00;0.00;10.79;244.29
2018;04;10;03;00;0.00;0.00;0.00;0.00;0.00;4.69;212.47
2018;04;10;04;00;0.00;0.00;2.00;0.00;0.00;8.91;133.36
2018;04;10;05;00;0.00;0.00;60.00;0.00;0.00;11.44;118.18
2018;04;10;06;00;0.00;0.00;100.00;0.00;0.00;12.52;108.43
2018;04;10;07;00;0.00;0.00;100.00;0.00;0.00;17.19;109.57
2018;04;10;08;00;0.00;0.00;100.00;0.00;36.49;22.39;126.50
2018;04;10;09;00;0.00;0.00;100.00;0.00;139.73;23.74;139.30
2018;04;10;10;00;0.00;0.00;30.00;0.00;269.67;26.80;149.30
2018;04;10;11;00;0.00;0.00;10.00;40.85;488.61;32.36;154.29
2018;04;10;12;00;0.00;0.00;100.00;53.62;374.69;34.43;158.53
2018;04;10;13;00;0.00;0.00;100.00;0.00;476.15;34.27;160.99
2018;04;10;14;00;0.00;0.00;10.00;0.00;456.57;26.06;147.41
2018;04;10;15;00;0.00;0.00;100.00;53.62;640.80;26.37;141.10
2018;04;10;16;00;0.00;0.00;28.00;0.00;630.12;30.60;143.13
2018;04;10;17;00;0.00;0.00;71.00;42.13;509.97;29.66;146.89
2018;04;10;18;00;0.00;0.00;3.00;14.68;402.28;27.06;151.39
2018;04;10;19;00;0.00;0.00;100.00;58.09;297.26;24.48;151.93
2018;04;10;20;00;0.00;0.00;10.00;0.00;109.47;18.22;150.40
2018;04;10;21;00;0.00;0.00;0.00;33.10;16.02;12.07;153.43
2018;04;10;22;00;0.00;0.00;0.00;0.00;0.00;7.90;155.77
2018;04;10;23;00;0.00;0.00;9.30;0.00;0.00;4.10;105.26
2018;04;11;00;00;0.00;0.00;9.30;0.00;0.00;7.42;75.96
2018;04;11;01;00;0.00;0.00;8.70;0.00;0.00;8.89;68.63
2018;04;11;02;00;0.00;0.00;12.00;0.00;0.00;9.45;72.26
2018;04;11;03;00;0.00;0.00;9.60;0.00;0.00;10.08;90.00
2018;04;11;04;00;0.00;0.00;42.00;0.00;0.00;9.18;101.31
2018;04;11;05;00;0.00;0.00;24.00;0.00;0.00;8.31;107.65
2018;04;11;06;00;0.00;0.00;11.00;0.00;0.00;7.07;104.74
2018;04;11;07;00;0.00;0.00;100.00;0.00;0.00;6.03;107.35
2018;04;11;08;00;0.00;0.00;100.00;0.00;40.94;7.64;135.00
2018;04;11;09;00;0.00;0.00;4.20;0.00;202.03;9.20;149.42
2018;04;11;10;00;0.00;0.00;0.00;57.32;360.45;10.14;163.50
2018;04;11;11;00;0.00;0.00;0.00;60.00;501.07;9.98;154.36
2018;04;11;12;00;0.00;0.00;0.60;60.00;617.66;11.38;145.30
2018;04;11;13;00;0.00;0.00;0.00;59.62;695.98;11.38;145.30
2018;04;11;14;00;0.00;0.00;0.60;60.00;736.92;5.99;122.74
2018;04;11;15;00;0.00;0.00;3.00;59.62;722.68;6.38;106.39
2018;04;11;16;00;0.00;0.00;0.00;58.09;676.40;8.40;80.13
2018;04;11;17;00;0.00;0.00;0.30;60.00;589.18;11.11;65.10
2018;04;11;18;00;0.00;0.00;0.30;59.81;471.70;13.91;68.75
2018;04;11;19;00;0.00;0.00;6.00;59.81;318.62;15.94;71.57
2018;04;11;20;00;0.00;0.00;2.00;56.17;166.43;13.10;69.08
2018;04;11;21;00;0.00;0.00;3.90;37.79;23.14;13.40;59.30
2018;04;11;22;00;0.00;0.00;4.50;0.00;0.00;16.49;53.88
2018;04;11;23;00;0.00;0.00;3.90;0.00;0.00;17.29;58.63
2018;04;12;00;00;0.00;0.00;3.00;0.00;0.00;14.28;56.31
2018;04;12;01;00;0.00;0.00;4.80;0.00;0.00;12.77;49.57
2018;04;12;02;00;0.00;0.00;5.70;0.00;0.00;11.97;43.78
2018;04;12;03;00;0.00;0.00;33.00;0.00;0.00;11.99;41.35
2018;04;12;04;00;0.00;0.00;40.00;0.00;0.00;13.61;37.48
2018;04;12;05;00;0.00;0.00;100.00;0.00;0.00;15.08;33.31
2018;04;12;06;00;0.00;0.00;100.00;0.00;0.00;13.85;27.90
2018;04;12;07;00;0.00;0.00;100.00;0.00;0.00;13.78;19.86
2018;04;12;08;00;0.00;0.00;100.00;0.00;25.81;14.69;17.10
2018;04;12;09;00;0.00;0.00;100.00;0.00;91.67;15.48;17.59
2018;04;12;10;00;0.00;0.00;100.00;0.00;129.94;15.94;18.43
2018;04;12;11;00;0.00;0.00;100.00;0.00;110.36;13.22;29.36
2018;04;12;12;00;0.00;0.00;100.00;0.00;121.93;11.89;54.87
2018;04;12;13;00;0.00;0.00;100.00;0.00;117.48;9.96;40.60
2018;04;12;14;00;0.10;0.00;100.00;0.00;414.74;16.36;50.36
2018;04;12;15;00;0.50;0.00;100.00;0.00;259.88;14.01;64.09
2018;04;12;16;00;0.80;0.00;100.00;0.00;163.76;12.61;91.64
2018;04;12;17;00;1.30;0.00;100.00;0.00;170.88;13.24;135.00
2018;04;12;18;00;2.00;0.00;100.00;0.00;46.28;18.51;153.43
2018;04;12;19;00;2.30;0.00;100.00;0.00;16.02;12.10;149.62
2018;04;12;20;00;2.00;0.00;100.00;0.00;8.01;1.02;135.00
2018;04;12;21;00;0.60;0.00;100.00;0.00;0.89;3.32;229.40
2018;04;12;22;00;0.00;0.00;100.00;0.00;0.00;3.26;186.34
2018;04;12;23;00;0.00;0.00;100.00;0.00;0.00;4.10;127.87
2018;04;13;00;00;0.00;0.00;100.00;0.00;0.00;7.29;122.91
2018;04;13;01;00;0.00;0.00;99.00;0.00;0.00;10.59;144.69
2018;04;13;02;00;0.00;0.00;100.00;0.00;0.00;12.65;175.10
2018;04;13;03;00;0.00;0.00;100.00;0.00;0.00;11.21;174.47
2018;04;13;04;00;0.00;0.00;100.00;0.00;0.00;9.18;168.69
2018;04;13;05;00;0.00;0.00;100.00;0.00;0.00;9.34;152.45
2018;04;13;06;00;0.00;0.00;100.00;0.00;0.00;10.38;146.31
2018;04;13;07;00;0.00;0.00;73.00;0.00;0.00;9.69;138.01
2018;04;13;08;00;0.00;0.00;100.00;13.15;44.50;10.32;150.75
2018;04;13;09;00;0.00;0.00;100.00;0.00;180.67;12.10;157.25
2018;04;13;10;00;0.00;0.00;0.00;0.00;362.23;14.33;168.41
2018;04;13;11;00;0.00;0.00;0.00;60.00;507.30;19.52;174.71
2018;04;13;12;00;0.00;0.00;10.00;60.00;616.77;23.44;183.52
2018;04;13;13;00;0.00;0.00;10.00;53.62;673.73;22.90;196.44
2018;04;13;14;00;0.00;0.00;10.00;53.62;703.99;14.19;234.29
2018;04;13;15;00;0.00;0.00;5.10;53.62;714.67;14.26;227.05
2018;04;13;16;00;0.00;0.00;100.00;56.74;641.69;15.31;221.19
2018;04;13;17;00;0.00;0.00;100.00;0.00;463.69;14.53;221.99
2018;04;13;18;00;0.00;0.00;100.00;0.00;381.81;15.12;231.77
2018;04;13;19;00;0.00;0.00;100.00;0.00;256.32;14.33;244.72
2018;04;13;20;00;0.00;0.00;100.00;0.00;137.06;12.25;271.68
2018;04;13;21;00;0.00;0.00;100.00;0.00;20.47;12.10;323.47
2018;04;13;22;00;0.00;0.00;100.00;0.00;0.00;10.03;338.96
2018;04;13;23;00;0.00;0.00;100.00;0.00;0.00;6.99;348.11
2018;04;14;00;00;0.00;0.00;100.00;0.00;0.00;5.24;344.05
2018;04;14;01;00;0.00;0.00;100.00;0.00;0.00;3.62;354.29
2018;04;14;02;00;0.00;0.00;100.00;0.00;0.00;2.55;351.87
2018;04;14;03;00;0.00;0.00;100.00;0.00;0.00;1.94;21.80
2018;04;14;04;00;0.00;0.00;1.20;0.00;0.00;0.51;45.00
2018;04;14;05;00;0.00;0.00;0.00;0.00;0.00;1.61;296.57
2018;04;14;06;00;0.00;0.00;4.00;0.00;0.00;2.55;315.00
2018;04;14;07;00;0.00;0.00;0.00;0.90;0.00;4.02;333.43
2018;04;14;08;00;0.00;0.00;0.00;60.00;53.40;2.55;351.87
2018;04;14;09;00;0.00;0.00;0.00;60.00;205.59;1.84;258.69
2018;04;14;10;00;0.00;0.00;84.00;60.00;365.79;1.48;255.96
2018;04;14;11;00;0.00;0.00;100.00;6.38;412.07;5.09;225.00
2018;04;14;12;00;0.00;0.00;100.00;0.00;477.93;5.50;211.61
2018;04;14;13;00;0.30;0.00;100.00;0.00;311.50;7.28;188.53
2018;04;14;14;00;0.00;0.00;100.00;0.00;194.91;8.29;177.51
2018;04;14;15;00;0.00;0.00;100.00;0.00;215.38;7.99;172.23
2018;04;14;16;00;0.00;0.00;100.00;0.00;264.33;6.76;154.80
2018;04;14;17;00;0.30;0.00;100.00;0.00;294.59;6.76;154.80
2018;04;14;18;00;0.60;0.00;100.00;0.00;157.53;7.86;164.05
2018;04;14;19;00;0.60;0.00;100.00;0.00;136.17;9.72;180.00
2018;04;14;20;00;0.70;0.00;100.00;0.00;89.89;9.45;197.74
2018;04;14;21;00;0.50;0.00;100.00;0.00;22.25;10.09;214.82
2018;04;14;22;00;0.00;0.00;100.00;0.00;0.00;10.79;244.29
2018;04;14;23;00;0.00;0.00;100.00;0.00;0.00;10.83;254.58
2018;04;15;00;00;0.00;0.00;100.00;0.00;0.00;12.90;239.86
2018;04;15;01;00;0.00;0.00;100.00;0.00;0.00;8.94;229.90
2018;04;15;02;00;0.00;0.00;2.00;0.00;0.00;6.15;200.56
2018;04;15;03;00;0.00;0.00;100.00;0.00;0.00;10.31;204.78
2018;04;15;04;00;0.00;0.00;100.00;0.00;0.00;10.19;212.01
2018;04;15;05;00;0.00;0.00;100.00;0.00;0.00;9.00;233.13
2018;04;15;06;00;0.00;0.00;100.00;0.00;0.00;8.15;225.00
2018;04;15;07;00;0.00;0.00;100.00;0.00;0.00;5.96;205.02
2018;04;15;08;00;0.00;0.00;100.00;0.00;55.18;7.75;201.80
2018;04;15;09;00;0.00;0.00;10.00;0.00;164.65;10.46;206.57
2018;04;15;10;00;0.00;0.00;49.00;53.62;357.78;11.92;205.02
2018;04;15;11;00;0.00;0.00;32.00;28.72;475.26;12.86;197.93
2018;04;15;12;00;0.00;0.00;79.00;39.57;583.84;14.24;196.14
2018;04;15;13;00;0.00;0.00;100.00;9.57;608.76;16.77;194.93
2018;04;15;14;00;0.00;0.00;100.00;0.00;366.68;15.78;214.78
2018;04;15;15;00;0.00;0.00;100.00;0.00;330.19;18.51;206.57
2018;04;15;16;00;0.00;0.00;100.00;0.00;276.79;19.34;204.18
2018;04;15;17;00;0.00;0.00;100.00;0.00;360.45;20.78;194.04
2018;04;15;18;00;0.00;0.00;68.00;0.00;356.89;21.07;199.98
2018;04;15;19;00;0.00;0.00;66.00;16.60;215.38;21.25;218.81
2018;04;15;20;00;0.00;0.00;2.00;17.87;144.18;17.50;233.37
2018;04;15;21;00;0.00;0.00;7.00;43.93;28.48;16.12;246.30
2018;04;15;22;00;0.00;0.00;10.00;0.00;0.00;11.50;249.86
2018;04;15;23;00;0.00;0.00;100.00;0.00;0.00;10.66;258.31
2018;04;16;00;00;0.00;0.00;100.00;0.00;0.00;11.66;261.12
2018;04;16;01;00;0.00;0.00;35.00;0.00;0.00;11.61;262.87
2018;04;16;02;00;0.00;0.00;21.00;0.00;0.00;10.31;257.91
2018;04;16;03;00;0.00;0.00;23.00;0.00;0.00;9.06;263.16
2018;04;16;04;00;0.00;0.00;100.00;0.00;0.00;7.52;253.30
2018;04;16;05;00;0.00;0.00;71.00;0.00;0.00;7.49;234.78
2018;04;16;06;00;0.00;0.00;34.00;0.00;0.00;7.29;237.09
2018;04;16;07;00;0.00;0.00;100.00;3.22;0.00;6.15;249.44
2018;04;16;08;00;0.00;0.00;100.00;0.00;36.49;3.98;264.81
2018;04;16;09;00;0.00;0.00;100.00;0.00;129.05;7.77;283.39
2018;04;16;10;00;0.00;0.00;100.00;0.00;253.65;9.00;270.00
2018;04;16;11;00;0.00;0.00;100.00;0.00;233.18;8.83;258.23
2018;04;16;12;00;0.00;0.00;100.00;0.00;381.81;9.69;254.93
2018;04;16;13;00;0.00;0.00;100.00;0.00;576.72;10.39;255.96
2018;04;16;14;00;0.00;0.00;100.00;0.00;341.76;9.72;270.00
2018;04;16;15;00;0.00;0.00;100.00;0.00;326.63;8.31;274.97
2018;04;16;16;00;0.00;0.00;100.00;0.00;323.96;6.88;276.01
2018;04;16;17;00;0.00;0.00;100.00;0.00;273.23;5.76;270.00
2018;04;16;18;00;0.00;0.00;100.00;0.00;185.12;5.69;288.43
2018;04;16;19;00;0.00;0.00;10.00;0.00;191.35;4.68;292.62
2018;04;16;20;00;0.00;0.00;4.20;53.62;169.99;2.60;303.69
2018;04;16;21;00;0.00;0.00;0.90;44.37;29.37;2.88;360.00
2018;04;16;22;00;0.00;0.00;2.70;0.00;0.00;1.84;78.69
2018;04;16;23;00;0.00;0.00;5.10;0.00;0.00;4.90;143.97
2018;04;17;00;00;0.00;0.00;5.70;0.00;0.00;8.89;158.63
2018;04;17;01;00;0.00;0.00;13.20;0.00;0.00;9.45;162.26
2018;04;17;02;00;0.00;0.00;0.60;0.00;0.00;10.04;165.47
2018;04;17;03;00;0.00;0.00;5.00;0.00;0.00;9.75;175.76
2018;04;17;04;00;0.00;0.00;2.10;0.00;0.00;9.39;175.60
2018;04;17;05;00;0.00;0.00;5.10;0.00;0.00;9.26;166.50
2018;04;17;06;00;0.00;0.00;7.20;0.00;0.00;9.50;155.38
2018;04;17;07;00;0.00;0.00;60.00;6.53;0.00;9.18;154.44
2018;04;17;08;00;0.00;0.00;100.00;21.70;61.41;9.03;156.50
2018;04;17;09;00;0.00;0.00;100.00;0.00;182.45;12.62;176.73
2018;04;17;10;00;0.00;0.00;100.00;0.00;292.81;17.94;190.41
2018;04;17;11;00;0.00;0.00;100.00;0.00;470.81;23.60;201.48
2018;04;17;12;00;0.00;0.00;92.00;0.00;581.17;23.99;207.72
2018;04;17;13;00;0.00;0.00;1.20;1.28;707.55;22.24;209.05
2018;04;17;14;00;0.00;0.00;3.90;59.23;744.93;19.88;211.68
2018;04;17;15;00;0.00;0.00;3.90;57.51;740.48;18.67;214.00
2018;04;17;16;00;0.00;0.00;3.30;57.51;691.53;17.87;214.33
2018;04;17;17;00;0.00;0.00;3.00;57.89;604.31;16.87;213.69
2018;04;17;18;00;0.00;0.00;2.10;58.09;488.61;16.08;214.05
2018;04;17;19;00;0.00;0.00;0.60;58.66;346.21;14.78;214.08
2018;04;17;20;00;0.00;0.00;0.00;59.62;180.67;9.20;210.58
2018;04;17;21;00;0.00;0.00;0.00;48.00;32.04;9.45;197.74
2018;04;17;22;00;0.00;0.00;0.00;0.00;0.00;9.36;180.00
2018;04;17;23;00;0.00;0.00;0.00;0.00;0.00;9.42;173.42
2018;04;18;00;00;0.00;0.00;0.00;0.00;0.00;9.11;170.91
2018;04;18;01;00;0.00;0.00;0.00;0.00;0.00;8.83;168.23
2018;04;18;02;00;0.00;0.00;0.00;0.00;0.00;8.56;165.38
2018;04;18;03;00;0.00;0.00;0.00;0.00;0.00;8.05;153.43
2018;04;18;04;00;0.00;0.00;0.00;0.00;0.00;7.65;138.81
2018;04;18;05;00;0.00;0.00;0.00;0.00;0.00;7.99;125.84
2018;04;18;06;00;0.00;0.00;0.00;0.00;0.00;8.37;115.46
2018;04;18;07;00;0.00;0.00;0.00;9.08;0.00;8.77;109.18
2018;04;18;08;00;0.00;0.00;0.00;60.00;70.31;8.65;106.93
2018;04;18;09;00;0.00;0.00;0.00;60.00;227.84;6.16;96.71
2018;04;18;10;00;0.00;0.00;0.00;60.00;385.37;10.19;122.01
2018;04;18;11;00;0.00;0.00;0.00;60.00;529.55;15.19;126.33
2018;04;18;12;00;0.00;0.00;0.00;60.00;647.03;21.03;128.05
2018;04;18;13;00;0.00;0.00;0.00;60.00;727.13;21.65;132.98
2018;04;18;14;00;0.00;0.00;4.50;60.00;757.39;20.59;126.47
2018;04;18;15;00;0.00;0.00;4.20;57.13;749.38;19.64;131.28
2018;04;18;16;00;0.00;0.00;3.30;57.32;698.65;19.09;134.24
2018;04;18;17;00;0.00;0.00;3.30;57.89;609.65;19.09;134.24
2018;04;18;18;00;0.00;0.00;4.20;57.89;493.06;18.67;129.52
2018;04;18;19;00;0.00;0.00;3.60;57.32;350.66;16.78;125.39
2018;04;18;20;00;0.00;0.00;4.20;57.70;193.13;12.90;120.14
2018;04;18;21;00;0.00;0.00;6.30;47.34;40.05;13.38;113.81
2018;04;18;22;00;0.00;0.00;8.40;0.00;0.00;13.05;114.44
2018;04;18;23;00;0.00;0.00;7.50;0.00;0.00;13.05;114.44
2018;04;19;00;00;0.00;0.00;5.40;0.00;0.00;12.40;115.82
2018;04;19;01;00;0.00;0.00;2.70;0.00;0.00;12.25;114.30
2018;04;19;02;00;0.00;0.00;1.20;0.00;0.00;11.44;114.15
2018;04;19;03;00;0.00;0.00;0.00;0.00;0.00;10.95;117.41
2018;04;19;04;00;0.00;0.00;0.00;0.00;0.00;10.63;118.30
2018;04;19;05;00;0.00;0.00;0.00;0.00;0.00;9.98;115.64
2018;04;19;06;00;0.00;0.00;47.00;0.00;0.00;10.63;118.30
2018;04;19;07;00;0.00;0.00;16.00;5.54;0.00;10.03;111.04
2018;04;19;08;00;0.00;0.00;3.30;49.79;80.10;11.61;119.74
2018;04;19;09;00;0.00;0.00;2.70;57.89;243.86;11.46;136.27
2018;04;19;10;00;0.00;0.00;2.10;58.28;396.94;10.99;148.39
2018;04;19;11;00;0.00;0.00;1.50;58.66;531.33;10.19;147.99
2018;04;19;12;00;0.00;0.00;1.50;59.04;639.02;11.09;166.87
2018;04;19;13;00;0.00;0.00;1.20;59.04;714.67;13.98;191.89
2018;04;19;14;00;0.00;0.00;1.50;59.23;751.16;12.29;185.04
2018;04;19;15;00;0.00;0.00;0.00;59.04;744.04;12.76;196.39
2018;04;19;16;00;0.00;0.00;0.00;60.00;700.43;12.64;199.98
2018;04;19;17;00;0.00;0.00;0.00;60.00;607.87;12.41;209.54
2018;04;19;18;00;0.00;0.00;10.00;60.00;477.93;11.89;215.13
2018;04;19;19;00;0.00;0.00;0.00;53.62;320.40;10.97;221.01
2018;04;19;20;00;0.00;0.00;0.00;60.00;181.56;7.39;226.97
2018;04;19;21;00;0.00;0.00;0.00;51.11;35.60;5.12;230.71
2018;04;19;22;00;0.00;0.00;0.00;0.00;0.00;2.55;225.00
2018;04;19;23;00;0.00;0.00;0.00;0.00;0.00;3.22;206.57
2018;04;20;00;00;0.00;0.00;0.00;0.00;0.00;4.83;206.57
2018;04;20;01;00;0.00;0.00;0.00;0.00;0.00;5.15;204.78
2018;04;20;02;00;0.00;0.00;0.00;0.00;0.00;5.45;187.59
2018;04;20;03;00;0.00;0.00;0.00;0.00;0.00;5.59;194.93
2018;04;20;04;00;0.00;0.00;0.00;0.00;0.00;5.15;204.78
2018;04;20;05;00;0.00;0.00;0.00;0.00;0.00;4.51;208.61
2018;04;20;06;00;0.00;0.00;0.00;0.00;0.00;3.88;201.80
2018;04;20;07;00;0.00;0.00;0.00;13.06;0.00;4.10;195.26
2018;04;20;08;00;0.00;0.00;0.00;60.00;77.43;3.67;191.31
2018;04;20;09;00;0.00;0.00;0.00;60.00;234.07;0.72;180.00
2018;04;20;10;00;0.00;0.00;0.00;60.00;390.71;3.32;282.53
2018;04;20;11;00;0.00;0.00;0.00;60.00;531.33;7.64;278.13
2018;04;20;12;00;0.00;0.00;0.00;60.00;645.25;11.50;290.14
2018;04;20;13;00;0.00;0.00;0.00;60.00;722.68;11.68;303.69
2018;04;20;14;00;0.00;0.00;10.00;60.00;705.77;12.07;296.57
2018;04;20;15;00;0.00;0.00;10.00;53.62;700.43;12.82;308.16
2018;04;20;16;00;0.00;0.00;0.00;53.62;671.95;13.49;313.92
2018;04;20;17;00;0.00;0.00;0.00;60.00;609.65;14.51;316.01
2018;04;20;18;00;0.00;0.00;0.00;60.00;491.28;15.31;318.81
2018;04;20;19;00;0.00;0.00;0.00;60.00;346.21;14.98;324.78
2018;04;20;20;00;0.00;0.00;0.00;60.00;187.79;11.49;327.80
2018;04;20;21;00;0.00;0.00;0.00;52.67;39.16;11.30;329.35
2018;04;20;22;00;0.00;0.00;0.00;0.00;0.00;10.31;335.22
