1,-36.0
2,9.0
3,-8.0
4,9.0
5,-8.0
6,-1.0
7,119.0
8,-28.0
9,-11.0
10,232.0
11,-162.0
12,93.0
13,-166.0
14,-11.0
15,0.0
16,47.0
17,33.0
18,-52.0
19,138.0
20,-151.0
21,18.0
22,5.0
23,-59.0
24,-35.0
25,-4.0
26,0.0
27,1.0
28,10.0
29,-10.0
30,3.0
31,297.0
32,-169.96572875976562
33,21.965728759765625
34,-12.0
35,-140.0
36,130.03427124023438
37,-1.034271240234375
38,10.0
39,-72.0
40,4.0
41,31.0
42,-16.0
43,-6.0
44,5.0
45,59.0
46,-102.0
47,-35.0
48,-15.0
49,11.0
50,51.0
51,-39.0
52,-10.0
53,1.0
54,102.0
55,-75.0
56,17.0
57,6.0
58,169.0
59,-94.96572875976562
60,0.0
61,-85.03427124023438
62,223.0
63,-137.96572875976562
64,-117.03427124023438
65,133.0
66,47.0
67,116.0
68,-105.0
69,-109.0
70,-74.0
71,-30.0
72,1.0
73,0.0
74,0.0
75,2.0
76,15.0
77,-13.0
78,-2.0
79,28.0
80,173.0
81,-20.0
82,-90.0
83,123.0
84,-77.96572875976562
85,0.0
86,-80.03427124023438
87,-39.0
88,-10.0
89,63.0
90,44.0
91,71.0
92,-48.965728759765625
93,5.965728759765625
94,-91.0
95,-49.0
96,2.0
97,-2.0
98,0.0
99,0.0
100,23.0
101,-13.0
102,218.0
103,-129.0
104,67.0
105,-31.965728759765625
106,0.0
107,65.96572875976562
108,-65.96572875976562
109,-34.034271240234375
110,-77.0
111,8.0
112,30.0
113,-50.0
114,53.0
115,91.0
116,-20.965728759765625
117,0.0
118,-53.034271240234375
119,-68.0
120,-17.0
121,10.0
122,-3.0
123,-12.0
124,26.0
125,-21.0
126,-1.0
127,27.0
128,112.03427124023438
129,0.0
130,0.0
131,-111.03427124023438
132,111.03427124023438
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,-33.034271240234375
140,-24.0
141,6.0
142,15.0
143,-51.0
144,-28.0
145,-23.0
146,2.0
147,-1.0
148,10.0
149,-10.0
150,0.0
151,129.0
152,-37.0
153,-19.0
154,-10.0
155,-4.0
156,-43.0
157,79.0
158,-34.0
159,53.0
160,51.0
161,-76.0
162,2.0
163,-4.0
164,50.034271240234375
165,-1.034271240234375
166,-8.0
167,-101.0
168,-17.0
169,-6.0
170,-1.0
171,27.0
172,-12.0
173,-18.0
174,-1.0
175,31.0
176,44.0
177,85.0
178,-96.0
179,-5.0
180,79.03427124023438
181,-63.034271240234375
182,63.034271240234375
183,0.0
184,-18.034271240234375
185,-15.0
186,-4.0
187,124.0
188,-72.0
189,-65.0
190,12.0
191,-3.0
192,-30.0
193,-39.0
194,-12.0
195,-6.0
196,9.0
197,296.0
198,8.0
199,-116.0
200,-134.0
201,36.0
202,63.0
203,110.0
204,-75.0
205,-144.0
206,-18.0
207,19.0
208,-4.0
209,-56.0
210,7.0
211,-7.0
212,116.0
213,18.034271240234375
214,120.96572875976562
215,-197.0
216,-58.0
217,-3.0
218,1.0
219,27.0
220,-3.0
221,-25.0
222,0.0
223,95.0
224,42.034271240234375
225,-33.034271240234375
226,33.034271240234375
227,0.0
228,0.0
229,0.0
230,-128.03427124023438
231,23.0
232,26.0
233,-27.0
234,106.03427124023438
235,-1.034271240234375
236,92.0
237,-23.0
238,-56.0
239,-71.0
240,-55.0
241,-18.0
242,-3.0
243,-2.0
244,21.0
245,-20.0
246,0.0
247,21.0
248,262.0
249,-105.0
250,-65.0
251,23.034271240234375
252,0.0
253,86.96572875976562
254,-217.0
255,-2.0
256,53.0
257,10.0
258,75.0
259,41.0
260,-74.0
261,-15.0
262,-7.0
263,5.0
264,-64.0
265,-15.0
266,2.0
267,-9.0
268,33.0
269,33.0
270,198.0
271,-172.0
272,38.034271240234375
273,-46.034271240234375
274,-88.0
275,-7.0
276,0.0
277,213.0
278,-131.0
279,17.0
280,-53.0
281,-1.0
282,54.0
283,-7.0
284,31.0
285,18.034271240234375
286,0.0
287,-26.034271240234375
288,-86.0
289,-22.0
290,2.0
291,-1.0
292,29.0
293,-27.0
294,-5.0
295,12.0
296,158.0
297,-22.0
298,-60.0
299,82.0
300,-33.965728759765625
301,-8.034271240234375
302,-60.0
303,68.03427124023438
304,0.0
305,0.0
306,-55.034271240234375
307,2.0
308,58.0
309,17.0
310,0.0
311,1.0
312,-36.0
313,-38.0
314,-2.0
315,-1.0
316,20.0
317,-11.0
318,15.0
319,35.0
320,74.0
321,68.0
322,-153.0
323,23.0
324,49.0
325,-134.0
326,8.0
327,-5.0
328,11.0
329,75.0
330,22.0
331,-27.0
332,-7.0
333,-80.0
334,-34.0
335,-5.0
336,-26.0
337,-1.0
338,-2.0
339,-1.0
340,28.0
341,-26.0
342,-2.0
343,16.0
344,117.0
345,-47.0
346,-28.0
347,-29.0
348,184.0
349,-94.0
350,21.034271240234375
351,-50.034271240234375
352,47.6341552734375
353,-91.6341552734375
354,40.0
355,23.0
356,84.0
357,-108.0
358,-16.0
359,-52.0
360,-16.0
361,1.0
362,11.0
363,23.0
364,11.0
365,267.0
366,-265.0
367,-30.0
368,38.0
369,113.0
370,-96.0
371,2.0
372,149.0
373,-132.0
374,-75.0
375,34.0
376,12.0
377,88.0
378,5.0
379,2.0
380,15.0
381,-87.0
382,-8.0
383,-14.0
384,-38.0
385,-16.0
386,-1.0
387,0.0
388,26.0
389,-6.0
390,-22.0
391,31.0
392,110.0
393,-66.0
394,57.034271240234375
395,-70.03427124023438
396,70.03427124023438
397,0.0
398,153.96572875976562
399,-108.0
400,-45.965728759765625
401,-42.034271240234375
402,55.0
403,26.0
404,-5.0
405,-44.0
406,-14.0
407,-81.0
408,-32.0
409,-4.0
410,12.0
411,-5.0
412,7.0
413,-14.0
414,85.0
415,56.034271240234375
416,0.0
417,98.96572875976562
418,-199.0
419,-23.0
420,52.0
421,-3.0
422,-37.0
423,85.0
424,13.0
425,-95.0
426,89.0
427,88.0
428,-101.0
429,-35.0
430,2.0
431,-63.0
432,-13.0
433,-1.0
434,1.0
435,0.0
436,11.0
437,-11.0
438,4.0
439,28.0
440,113.0
441,-67.0
442,234.0
443,-290.0
444,119.03427124023438
445,-2.034271240234375
446,-66.0
447,76.0
448,-43.0
449,-73.0
450,52.0
451,5.0
452,51.034271240234375
453,2.965728759765625
454,-79.0
455,-60.0
456,-2.0
457,-1.0
458,8.0
459,-7.0
460,9.0
461,-9.0
462,-1.0
463,34.0
464,191.0
465,-79.0
466,-27.0
467,-114.0
468,134.03427124023438
469,-62.034271240234375
470,62.034271240234375
471,0.0
472,-16.034271240234375
473,-3.0
474,-34.0
475,3.0
476,82.0
477,-27.0
478,-24.0
479,-63.0
480,-50.0
481,-7.0
482,7.0
483,-4.0
484,10.0
485,-9.0
486,-2.0
487,27.0
488,108.0
489,163.0
490,-160.96572875976562
491,-8.034271240234375
492,4.0
493,-63.0
494,45.0
495,-31.0
496,42.0
497,-4.0
498,-6.0
499,4.0
500,1.0
501,-53.0
502,58.0
503,-81.0
504,-45.0
505,-3.0
506,0.0
507,1.0
508,12.0
509,-6.0
510,-1.0
511,30.0
512,25.0
513,81.0
514,-115.0
515,0.0
516,158.0
517,-124.0
518,-23.0
519,-1.0
520,51.0
521,14.0
522,0.0
523,-10.0
524,107.0
525,-115.0
526,-2.0
527,-43.0
528,-36.0
529,0.0
530,0.0
531,7.0
532,6.0
533,193.0
534,-68.96572875976562
535,-41.034271240234375
536,34.0
537,7.034271240234375
538,0.0
539,-108.03427124023438
540,249.0
541,-243.0
542,-17.0
543,-10.0
544,3.0
545,59.0
546,-30.0
547,12.0
548,80.0
549,-60.0
550,-6.0
551,-7.0
552,-43.0
553,-10.0
554,-7.0
555,1.0
556,12.0
557,-12.0
558,-1.0
559,30.0
560,35.0
561,122.0
562,-52.0
563,-78.0
564,132.0
565,-137.0
566,-17.0
567,-3.0
568,-2.0
569,120.0
570,27.0
571,-50.0
572,38.0
573,-42.0
574,-56.0
575,-1.0
576,-34.0
577,-29.0
578,6.0
579,-1.0
580,5.0
581,-11.0
582,0.0
583,29.0
584,128.0
585,-57.0
586,-73.0
587,-18.0
588,130.0
589,-67.0
590,-63.0
591,16.0
592,95.0
593,-88.0
594,38.0
595,1.0
596,65.03427124023438
597,122.96572875976562
598,-122.96572875976562
599,-84.03427124023438
600,-46.0
601,-5.0
602,-2.0
603,0.0
604,14.0
605,-15.0
606,0.0
607,30.0
608,28.0
609,115.0
610,57.0
611,-91.96572875976562
612,28.965728759765625
613,-60.0
614,-42.0
615,-31.0
616,27.0
617,17.0
618,12.0
619,-7.0
620,93.0
621,-17.0
622,-52.0
623,-40.0
624,-31.0
625,-34.0
626,-1.0
627,6.0
628,8.0
629,123.03427124023438
630,-80.03427124023438
631,5.0
632,0.0
633,72.0
634,-101.0
635,-35.0
636,25.0
637,128.0
638,-13.965728759765625
639,38.965728759765625
640,-83.0
641,27.0
642,-17.0
643,16.0
644,18.034271240234375
645,-58.034271240234375
646,-11.0
647,1.0
648,-23.0
649,-43.0
650,0.0
651,-2.0
652,10.0
653,-8.0
654,-2.0
655,22.0
656,116.0
657,-11.0
658,37.0
659,13.0
660,106.0
661,-146.96572875976562
662,0.0
663,-72.03427124023438
664,-13.0
665,28.0
666,39.0
667,-57.0
668,57.0
669,-48.0
670,-8.0
671,-13.0
672,-28.0
673,-25.0
674,7.0
675,-5.0
676,12.0
677,-11.0
678,0.0
679,29.0
680,97.0
681,-41.0
682,-35.0
683,43.0
684,44.034271240234375
685,-85.03427124023438
686,-20.0
687,211.0
688,-19.0
689,-155.0
690,61.0
691,-50.0
692,113.0
693,-66.0
694,-34.0
695,-31.0
696,-29.0
697,-33.0
698,-2.0
699,2.0
700,8.0
701,-13.0
702,5.0
703,31.0
704,104.0
705,2.034271240234375
706,68.96572875976562
707,-163.0
708,59.0
709,-91.0
710,0.0
711,-5.0
712,1.0
713,122.0
714,20.0
715,-66.0
716,79.0
717,-72.0
718,-11.0
719,58.034271240234375
720,0.0
721,-136.03427124023438
722,0.0
723,3.0
724,12.0
725,-11.0
726,-1.0
727,127.0
728,-49.0
729,3.0
730,-8.0
731,69.0
732,-22.0
733,-90.0
734,-10.0
735,31.0
736,52.0
737,22.0
738,-6.0
739,-29.0
740,167.0
741,-177.0
742,-5.0
743,13.0
744,-47.0
745,-43.0
746,0.0
747,-1.0
748,9.0
749,-9.0
750,-2.0
751,126.0
752,-54.0
753,110.0
754,-127.0
755,-16.0
756,-42.0
757,1.0
758,-1.0
759,35.0
760,121.0
761,-52.0
762,85.0
763,-57.0
764,112.0
765,-174.0
766,6.0
767,-26.0
768,-32.0
769,41.0
770,-9.0
771,-49.0
772,12.0
773,50.0
774,78.03427124023438
775,-27.034271240234375
776,52.0
777,11.0
778,-158.0
779,2.0
780,98.0
781,22.034271240234375
782,0.0
783,-11.034271240234375
784,-34.0
785,23.0
786,-1.0
787,104.0
788,-95.0
789,-16.0
790,13.0
791,-113.0
792,-8.0
793,-1.0
794,1.0
795,0.0
796,10.0
797,-10.0
798,317.0
799,-199.0
800,53.0
801,-23.0
802,-36.0
803,-108.0
804,134.03427124023438
805,-50.034271240234375
806,-33.0
807,-2.0
808,87.0
809,-22.0
810,-46.0
811,7.0
812,50.0
813,-9.0
814,-22.0
815,-24.0
816,-14.0
817,-36.0
818,4.0
819,-8.0
820,9.0
821,-10.0
822,1.0
823,120.0
824,-41.0
825,-24.0
826,17.0
827,94.0
828,-47.965728759765625
829,151.96572875976562
830,-208.0
831,94.0
832,51.0
833,-76.0
834,28.0
835,-5.0
836,33.0
837,-158.0
838,47.0
839,-25.0
840,-36.0
841,-31.0
842,-2.0
843,-4.0
844,54.0
845,-3.0
846,-52.0
847,31.0
848,31.0
849,79.03427124023438
850,0.0
851,-93.03427124023438
852,119.0
853,-25.965728759765625
854,-118.03427124023438
855,56.0
856,15.0
857,0.0
858,0.0
859,29.0
860,87.0
861,-101.0
862,-20.0
863,-22.0
864,-10.0
865,-20.0
866,-21.0
867,44.0
868,-6.0
869,-46.0
870,134.0
871,-106.0
872,0.0
873,57.0
874,-43.0
875,239.0
876,2.0
877,-222.0
878,-33.0
879,21.0
880,-34.0
881,-11.0
882,97.0
883,159.0
884,-152.0
885,-8.0
886,8.0
887,-89.0
888,17.0
889,14.0
890,-16.0
