fulldate,value,external_temp,internal_temp,internal_humidity,external_humidity,day,month,year,hour,Total Precipitation,Snowfall Amount,Total Cloud Cover,Sunshine Duration,Shortwave Radiation,Wind Speed,Wind Direction
12/31/2017 23:00,65,7.783333333,18.26666667,50,82,31,12,2017,23,0,0,2,0,0,31.73,245.18
1/1/2018 0:00,29,7.533333333,18.15,49.33333333,80.33333333,1,1,2018,0,0,0,6,0,0,35.74,243.69
1/1/2018 1:00,38,6.983333333,17.96666667,49,82.33333333,1,1,2018,1,0,0,0,0,0,36.55,243.69
1/1/2018 2:00,30,6.283333333,17.78333333,49,85.83333333,1,1,2018,2,0,0,33,0,0,38,244.16
1/1/2018 3:00,39,5.85,17.6,49,87,1,1,2018,3,0,0,56,0,0,37.8,250.53
1/1/2018 4:00,31,5.783333333,17.51666667,49,88.16666667,1,1,2018,4,0,0,65,0,0,33.33,259.42
1/1/2018 5:00,30,5.783333333,17.38333333,48.83333333,89,1,1,2018,5,0,0,100,0,0,30.5,262.54
1/1/2018 6:00,149,5.3,17.3,48.66666667,89.83333333,1,1,2018,6,0,0,100,0,0,29.89,260.99
1/1/2018 7:00,121,4.9,17.56666667,49.16666667,89.66666667,1,1,2018,7,0,0,100,0,0,28.36,261.97
1/1/2018 8:00,110,5.066666667,17.9,49,91.83333333,1,1,2018,8,0,0,83,0,0,23.54,246.57
1/1/2018 9:00,342,5.783333333,18.16666667,48.66666667,90.83333333,1,1,2018,9,0,0,100,0,0,32.21,242
1/1/2018 10:00,180,6.266666667,18.56666667,48.16666667,91.16666667,1,1,2018,10,0,0,34,0,0,26.49,222.8
1/1/2018 11:00,273,6.583333333,18.61666667,48,93.16666667,1,1,2018,11,0,0,100,38.3,64.08,29.6,221.05
1/1/2018 12:00,107,6.266666667,18.71666667,48.5,92.5,1,1,2018,12,0,0,100,0,65.86,31.67,211.52
1/1/2018 13:00,96,5.916666667,18.51666667,47,93.66666667,1,1,2018,13,0.7,0,100,0,49.84,29.76,214.65
1/1/2018 14:00,96,6.133333333,18.35,47,98.16666667,1,1,2018,14,3.1,0,100,0,82.77,30.97,178.67
1/1/2018 15:00,143,6.55,18.21666667,47.5,99.83333333,1,1,2018,15,0.8,0,100,0,64.97,27.5,194.4
1/1/2018 16:00,176,6.6,18.2,47,99.16666667,1,1,2018,16,0.6,0,100,0,37.38,20.93,206.57
1/1/2018 17:00,124,6.4,18.2,46.5,96.66666667,1,1,2018,17,0.7,0,100,0,24.92,22.15,225.66
1/1/2018 18:00,262,5.583333333,17.91666667,45.5,95,1,1,2018,18,1.8,0,100,0,14.24,29.95,260.31
1/1/2018 19:00,111,5.333333333,17.66666667,46,96.16666667,1,1,2018,19,1.8,0,100,0,0,36.95,326.93
1/1/2018 20:00,129,5.25,17.5,45.5,93.83333333,1,1,2018,20,0,0,100,0,0,33.27,305.75
1/1/2018 21:00,134,5.466666667,17.56666667,45,95.5,1,1,2018,21,0,0,0,0,0,34.57,301.37
1/1/2018 22:00,75,5.55,17.65,44,93.83333333,1,1,2018,22,0,0,100,0,0,36.06,296.05
1/1/2018 23:00,40,5.666666667,17.61666667,44,91.83333333,1,1,2018,23,0,0,100,0,0,37.39,293.85
1/2/2018 0:00,36,6.033333333,17.16666667,43.66666667,89.33333333,2,1,2018,0,0,0,23,0,0,35.83,292.44
1/2/2018 1:00,36,6.133333333,16.8,44,88.16666667,2,1,2018,1,0,0,100,0,0,36.45,290.22
1/2/2018 2:00,37,5.933333333,16.5,44,87.83333333,2,1,2018,2,0,0,66,0,0,38.31,291.5
1/2/2018 3:00,47,5.65,16.31666667,44,89.16666667,2,1,2018,3,0,0,89,0,0,36.41,294.54
1/2/2018 4:00,37,4.95,16.2,44.5,91.83333333,2,1,2018,4,0,0,100,0,0,33.65,297.39
1/2/2018 5:00,40,4.35,16.15,45,93.5,2,1,2018,5,0,0,0,0,0,26.41,297.61
1/2/2018 6:00,337,3.783333333,16.21666667,46.16666667,95.66666667,2,1,2018,6,0,0,0,0,0,20,293.33
1/2/2018 7:00,167.0342648,3.133333333,16.71666667,46.66666667,96.5,2,1,2018,7,0,0,97,0,0,19.01,288.78
1/2/2018 8:00,189,3.016666667,17.31666667,47.66666667,97,2,1,2018,8,0,0,100,0,0,17.46,284.32
1/2/2018 9:00,177,3.916666667,17.6,49.66666667,97.33333333,2,1,2018,9,0,0,100,0,0,15.19,275.44
1/2/2018 10:00,37,5.083333333,17.73333333,48.33333333,97.33333333,2,1,2018,10,0,0,100,0,0,13.76,263.99
1/2/2018 11:00,167.0342648,5.966666667,17.96666667,47.33333333,95.83333333,2,1,2018,11,0,0,100,0,33.82,17.19,250.43
1/2/2018 12:00,166,6.266666667,18.96666667,44.33333333,94.33333333,2,1,2018,12,0,0,71,0,106.8,19.65,241.56
1/2/2018 13:00,176,6.25,18.31666667,43,94.33333333,2,1,2018,13,0,0,100,14.68,216.27,23.07,235.81
1/2/2018 14:00,104,6.083333333,18.51666667,44,96.5,2,1,2018,14,0,0,100,0,201.14,23.07,214.19
1/2/2018 15:00,108,5.85,18.93333333,44,99.33333333,2,1,2018,15,0,0,100,0,104.13,23.86,213.93
1/2/2018 16:00,139,5.883333333,19.18333333,44,100,2,1,2018,16,0.2,0,100,0,47.17,25.34,202.56
1/2/2018 17:00,123,6.183333333,19.08333333,44,100,2,1,2018,17,0.2,0,100,0,34.71,30.93,204.78
1/2/2018 18:00,117,6.833333333,18.71666667,46,100,2,1,2018,18,0.5,0,100,0,9.79,33.35,224.56
1/2/2018 19:00,122,7.583333333,18.48333333,46.66666667,100,2,1,2018,19,0,0,100,0,0,29.46,237.48
1/2/2018 20:00,181,8.116666667,18.33333333,47.33333333,100,2,1,2018,20,0,0,100,0,0,25.6,244.16
1/2/2018 21:00,79,8.583333333,18.2,47,100,2,1,2018,21,0,0,100,0,0,21.49,238.71
1/2/2018 22:00,44,8.85,17.98333333,47.33333333,100,2,1,2018,22,0,0,100,0,0,24.2,239.62
1/2/2018 23:00,29,9.233333333,17.83333333,48,100,2,1,2018,23,0,0,100,0,0,26.46,236.09
1/3/2018 0:00,40,9.683333333,17.61666667,49.16666667,100,3,1,2018,0,0,0,100,0,0,31.32,226.4
1/3/2018 1:00,91,10.21666667,17.58333333,49,100,3,1,2018,1,0,0,100,0,0,38,228.46
1/3/2018 2:00,52,10.7,17.48333333,49.83333333,100,3,1,2018,2,0,0,100,0,0,40.57,228.96
1/3/2018 3:00,42,9.716666667,17.2,50,99.83333333,3,1,2018,3,0.2,0,100,0,0,44.36,231.92
1/3/2018 4:00,43,8.583333333,16.85,50,100,3,1,2018,4,0.3,0,100,0,0,44.28,244.48
1/3/2018 5:00,145,6.95,16.55,51,100,3,1,2018,5,1.1,0,100,0,0,50.77,268.78
1/3/2018 6:00,70,6.5,16.5,49.66666667,100,3,1,2018,6,1,0,100,0,0,52.62,267.26
1/3/2018 7:00,87,5.583333333,16.8,47.83333333,100,3,1,2018,7,0.5,0,100,0,0,50.04,269.59
1/3/2018 8:00,93,5.883333333,17.45,45,100,3,1,2018,8,0.8,0,100,0,0,53,277.41
1/3/2018 9:00,262,5.616666667,17.55,45.16666667,100,3,1,2018,9,0.4,0,100,0,0,51.68,278.41
1/3/2018 10:00,167.0342648,6.683333333,17.6,45.33333333,100,3,1,2018,10,0,0,100,0,0,49.36,280.08
1/3/2018 11:00,167.0342648,7.366666667,19.01666667,49.83333333,100,3,1,2018,11,0,0,100,0,44.5,49.43,280.49
1/3/2018 12:00,82,7.9,19.86666667,45,99,3,1,2018,12,0,0,36,0,121.04,48.89,279.32
1/3/2018 13:00,305,8.633333333,18.75,44.66666667,91.66666667,3,1,2018,13,0.1,0,100,37.02,165.54,47.75,275.62
1/3/2018 14:00,167.0342648,8.9,18.11666667,45.66666667,90.66666667,3,1,2018,14,0.1,0,59,0,138.84,51.02,278.93
1/3/2018 15:00,50,8.45,17.75,46.16666667,85.16666667,3,1,2018,15,0.3,0,100,22.34,145.96,50.07,279.94
1/3/2018 16:00,183,7.65,17.68333333,48.16666667,86.33333333,3,1,2018,16,0.1,0,100,0,121.93,46.44,277.13
1/3/2018 17:00,230,7.416666667,18.28333333,47.16666667,87.5,3,1,2018,17,0,0,100,0,104.13,47.07,276.15
1/3/2018 18:00,346,7.333333333,18.66666667,46,87.33333333,3,1,2018,18,0,0,100,0,27.59,45.86,274.5
1/3/2018 19:00,241,7.1,19.4,46.83333333,87.83333333,3,1,2018,19,0,0,91,0,0,43.32,274.29
1/3/2018 20:00,132,6.65,19.5,44.66666667,88,3,1,2018,20,0,0,100,0,0,41.56,274.97
1/3/2018 21:00,58,6.4,19.21666667,45.33333333,91.83333333,3,1,2018,21,0,0,42,0,0,39.4,275.24
1/3/2018 22:00,28,6.316666667,18.85,46,94.83333333,3,1,2018,22,0,0,59,0,0,36.54,275.65
1/3/2018 23:00,29,5.983333333,18.53333333,46,96.83333333,3,1,2018,23,0,0,54,0,0,32.83,273.77
1/4/2018 0:00,29,6.1,18.21666667,46,97,4,1,2018,0,0,0,100,0,0,31.04,273.99
1/4/2018 1:00,29,6.283333333,18.05,46,96,4,1,2018,1,0,0,0,0,0,29.24,274.24
1/4/2018 2:00,31,6.383333333,17.91666667,46.83333333,97.83333333,4,1,2018,2,0,0,100,0,0,21.08,262.15
1/4/2018 3:00,46,6.633333333,17.76666667,48,98,4,1,2018,3,0,0,100,0,0,30.62,267.98
1/4/2018 4:00,33,6.783333333,17.65,48,98.33333333,4,1,2018,4,0,0,100,0,0,24.1,256.17
1/4/2018 5:00,31,6.816666667,17.55,48,99.83333333,4,1,2018,5,0.3,0,100,0,0,23.81,249.65
1/4/2018 6:00,59,7.05,17.5,48.16666667,100,4,1,2018,6,0.2,0,100,0,0,19.67,246.25
1/4/2018 7:00,232,7.316666667,17.9,49.16666667,100,4,1,2018,7,0.8,0,100,0,0,15.35,230.71
1/4/2018 8:00,212,7.733333333,18.71666667,48.16666667,100,4,1,2018,8,1.4,0,100,0,0,10.46,206.57
1/4/2018 9:00,122,8.933333333,18.9,48.66666667,100,4,1,2018,9,2.1,0,100,0,0,7.93,177.4
1/4/2018 10:00,245,10.35,18.91666667,49,100,4,1,2018,10,1.7,0,100,0,0,8.91,133.36
1/4/2018 11:00,167.0342648,11.11666667,19.31666667,49.66666667,100,4,1,2018,11,1.2,0,100,0,8.01,8.4,133.26
1/4/2018 12:00,167.0342648,11.41666667,20,49,100,4,1,2018,12,0.8,0,100,0,28.48,7.24,243.43
1/4/2018 13:00,87,11.55,19.83333333,49.66666667,100,4,1,2018,13,0.3,0,100,0,54.29,33.45,278.04
1/4/2018 14:00,48,11.6,19.06666667,50.5,100,4,1,2018,14,0,0,100,0,73.87,39.64,267.4
1/4/2018 15:00,38,11.21666667,18.71666667,51.16666667,100,4,1,2018,15,0,0,100,0,96.12,41.76,269.51
1/4/2018 16:00,101,10.35,18.53333333,51,100,4,1,2018,16,0,0,100,0,188.68,47.17,269.13
1/4/2018 17:00,145,9.533333333,18.23333333,50.5,98.33333333,4,1,2018,17,0,0,75,0,133.5,45.76,267.75
1/4/2018 18:00,216,8.466666667,18.33333333,49.33333333,98.33333333,4,1,2018,18,0,0,100,12.13,48.06,44.64,270
1/4/2018 19:00,167.0342648,7.95,18.95,48.33333333,99.66666667,4,1,2018,19,0,0,2.7,0,0,43.21,271.43
1/4/2018 20:00,173,7.4,19.56666667,49.16666667,100,4,1,2018,20,0,0,0,0,0,41.89,274.44
1/4/2018 21:00,82,6.433333333,19.18333333,48.66666667,100,4,1,2018,21,0,0,34,0,0,40.95,276.56
1/4/2018 22:00,33,6.166666667,18.81666667,48,100,4,1,2018,22,0,0,41,0,0,38.45,276.99
1/4/2018 23:00,35,6.683333333,18.58333333,48.83333333,100,4,1,2018,23,0,0,10,0,0,33.89,273.04
1/5/2018 0:00,33,7.316666667,18.35,49.16666667,100,5,1,2018,0,0,0,0,0,0,25.29,265.1
1/5/2018 1:00,33,8.1,18.13333333,49,100,5,1,2018,1,0,0,11,0,0,18.9,252.26
1/5/2018 2:00,33,8.583333333,18.08333333,49,100,5,1,2018,2,0,0,7.5,0,0,15.88,237.03
1/5/2018 3:00,56,8.566666667,17.95,49,100,5,1,2018,3,0,0,30,0,0,15.02,225.97
1/5/2018 4:00,43,8.1,17.83333333,49,100,5,1,2018,4,0,0,100,0,0,15.03,196.7
1/5/2018 5:00,261,7.283333333,17.66666667,49.5,100,5,1,2018,5,0.3,0,100,0,0,25.2,216.87
1/5/2018 6:00,132,7.1,17.55,50,100,5,1,2018,6,0,0,100,0,0,24.16,245.34
1/5/2018 7:00,199,7.1,17.76666667,50.16666667,100,5,1,2018,7,0,0,100,0,0,24.72,253.94
1/5/2018 8:00,167.0342648,7.1,18.63333333,49.16666667,100,5,1,2018,8,0,0,100,0,0,24.27,249.15
1/5/2018 9:00,167.0342648,7.2,19.08333333,49.5,100,5,1,2018,9,0,0,100,0,0,24.32,244.57
1/5/2018 10:00,233,7.65,19.4,53.83333333,100,5,1,2018,10,0,0,100,0,0,24.51,240.05
1/5/2018 11:00,167.0342648,8.383333333,19.28333333,52,100,5,1,2018,11,0,0,100,0,64.08,26.73,242.74
1/5/2018 12:00,133,8.983333333,19.36666667,53.83333333,100,5,1,2018,12,0,0,94,0,96.12,29.02,246.61
1/5/2018 13:00,56,9.383333333,19.16666667,53,100,5,1,2018,13,0,0,10,0,177.11,29.04,250.44
1/5/2018 14:00,64,9.333333333,18.83333333,51.66666667,97.83333333,5,1,2018,14,0,0,100,53.62,200.25,27.16,231.46
1/5/2018 15:00,94,7.533333333,18.61666667,51,95.16666667,5,1,2018,15,0.1,0,71,0,110.36,28.77,238.3
1/5/2018 16:00,44,6.15,18.41666667,51,99.66666667,5,1,2018,16,0.3,0,70,14.68,129.94,30.09,248.96
1/5/2018 17:00,97,5.5,18.08333333,50.16666667,100,5,1,2018,17,0,0,46,15.32,76.54,26.93,261.54
1/5/2018 18:00,188,4.966666667,18.31666667,49.83333333,100,5,1,2018,18,0,0,30,30.64,59.63,17.37,264.05
1/5/2018 19:00,167.0342648,4.733333333,18.83333333,49,100,5,1,2018,19,0,0,39,3.99,0,13.21,252.55
1/5/2018 20:00,167.0342648,4.433333333,18.93333333,51.5,100,5,1,2018,20,0,0,46,0,0,11.77,246.57
1/5/2018 21:00,114,3.983333333,18.78333333,48.5,100,5,1,2018,21,0,0,58,0,0,10.31,245.22
1/5/2018 22:00,46,3.6,18.36666667,48,100,5,1,2018,22,0,0,43,0,0,9.29,234.46
1/5/2018 23:00,29,3.55,18.03333333,48,100,5,1,2018,23,0,0,58,0,0,8.67,221.63
1/6/2018 0:00,39,3.466666667,17.68333333,48,100,6,1,2018,0,0,0,100,0,0,7.39,223.03
1/6/2018 1:00,36,3.366666667,17.5,48,100,6,1,2018,1,0,0,7,0,0,7.41,209.05
1/6/2018 2:00,24,3.4,17.21666667,48,100,6,1,2018,2,0,0,3,0,0,7.07,194.74
1/6/2018 3:00,50,3.883333333,17.05,48,100,6,1,2018,3,0,0,22,0,0,6.21,190.01
1/6/2018 4:00,29,4.566666667,16.95,48.5,100,6,1,2018,4,0,0,8,0,0,4.38,170.54
1/6/2018 5:00,28,4.9,16.78333333,48,100,6,1,2018,5,0,0,100,0,0,4.02,116.57
1/6/2018 6:00,55,5.3,16.7,48,100,6,1,2018,6,0,0,100,0,0,4.21,109.98
1/6/2018 7:00,167.0342648,5.466666667,17.43333333,48.5,100,6,1,2018,7,0,0,100,0,0,4.2,120.96
1/6/2018 8:00,167.0342648,5.683333333,18.4,47.33333333,100,6,1,2018,8,0,0,100,0,0,4.21,109.98
1/6/2018 9:00,167.0342648,6.116666667,18.68333333,48.16666667,100,6,1,2018,9,0,0,100,0,0,4.69,85.6
1/6/2018 10:00,56,6.633333333,19.11666667,46.66666667,99.83333333,6,1,2018,10,0,0,100,0,0,6.49,70.56
1/6/2018 11:00,167.0342648,6.983333333,19,46.16666667,98,6,1,2018,11,0,0,100,0,44.5,6.95,68.75
1/6/2018 12:00,167.0342648,7.183333333,20.28333333,53.16666667,96,6,1,2018,12,0,0,100,0,131.72,11.09,76.87
1/6/2018 13:00,167.0342648,7.216666667,20.18333333,50.33333333,95,6,1,2018,13,0,0,100,0,136.17,15.03,73.3
1/6/2018 14:00,167.0342648,7.183333333,20.71666667,50.5,95,6,1,2018,14,0,0,100,0,161.09,4.84,48.01
1/6/2018 15:00,167.0342648,7,19.83333333,51,95.33333333,6,1,2018,15,0,0,100,0,162.87,7.7,52.59
1/6/2018 16:00,167.0342648,6.616666667,19.45,50,97,6,1,2018,16,0,0,100,0,161.09,8.56,67.75
1/6/2018 17:00,167.0342648,6.383333333,19.15,49.16666667,97.16666667,6,1,2018,17,0,0,100,0,83.66,12.03,51.07
1/6/2018 18:00,134,6.133333333,18.83333333,50,98,6,1,2018,18,0,0,100,0,40.05,12.39,54.46
1/6/2018 19:00,110,5.983333333,18.46666667,50,98.83333333,6,1,2018,19,0,0,100,0,0,14.84,50.91
1/6/2018 20:00,116,5.966666667,18.16666667,50,98,6,1,2018,20,0,0,100,0,0,15.68,58.13
1/6/2018 21:00,131,5.983333333,18.08333333,49.66666667,98,6,1,2018,21,0,0,100,0,0,15.7,53.39
1/6/2018 22:00,80,5.9,17.86666667,49.66666667,98.33333333,6,1,2018,22,0,0,100,0,0,17.57,45.83
1/6/2018 23:00,52,5.933333333,17.61666667,50.16666667,97.16666667,6,1,2018,23,0,0,100,0,0,19.6,45.74
1/7/2018 0:00,29,5.733333333,17.48333333,50,95.5,7,1,2018,0,0,0,100,0,0,21.65,42.98
1/7/2018 1:00,31,5.6,17.3,50.16666667,94.16666667,7,1,2018,1,0,0,100,0,0,24.7,46.77
1/7/2018 2:00,30,5.533333333,17.15,50,94,7,1,2018,2,0.1,0,100,0,0,25.31,50.19
1/7/2018 3:00,40,5.45,16.98333333,49.66666667,93,7,1,2018,3,0.1,0,100,0,0,26.09,50.6
1/7/2018 4:00,30,5.283333333,16.8,49,92,7,1,2018,4,0,0,100,0,0,28.53,47.05
1/7/2018 5:00,30,5.166666667,16.6,49,92.83333333,7,1,2018,5,0,0,100,0,0,30.15,49.84
1/7/2018 6:00,159,4.833333333,16.58333333,48.83333333,92.66666667,7,1,2018,6,0,0,100,0,0,31.61,52.87
1/7/2018 7:00,122,4.2,17.38333333,47.16666667,93,7,1,2018,7,0,0,100,0,0,31.9,53.26
1/7/2018 8:00,103,4.016666667,18.43333333,43.66666667,93,7,1,2018,8,0,0,100,0,0,32.77,54.39
1/7/2018 9:00,93,4.05,18.41666667,44.16666667,93,7,1,2018,9,0,0,100,0,0,34.42,52.65
1/7/2018 10:00,89,4.316666667,18.41666667,43.66666667,90.5,7,1,2018,10,0,0,100,0,0,34.7,53.01
1/7/2018 11:00,46,4.5,18.5,43,89,7,1,2018,11,0,0,100,0,58.74,34.85,56.8
1/7/2018 12:00,125,4.6,18.38333333,45,88.16666667,7,1,2018,12,0,0,100,0,142.4,34.39,59.14
1/7/2018 13:00,91,4.6,18.01666667,46,87.66666667,7,1,2018,13,0,0,100,0,198.47,34.7,59.44
1/7/2018 14:00,144,4.6,17.8,45.33333333,88.5,7,1,2018,14,0,0,100,0,230.51,33.33,63.71
1/7/2018 15:00,195,4.483333333,18.16666667,44.5,88,7,1,2018,15,0,0,100,0,226.95,34.13,63.71
1/7/2018 16:00,119,4.133333333,18.41666667,44,88.66666667,7,1,2018,16,0,0,78,0,221.61,34.95,65.02
1/7/2018 17:00,121,3.766666667,18.18333333,44,89,7,1,2018,17,0,0,100,10.21,171.77,33.85,66.16
1/7/2018 18:00,117,3.883333333,17.8,45,89,7,1,2018,18,0,0,100,0,63.19,31.77,66.63
1/7/2018 19:00,167.0342648,3.7,17.8,43.66666667,89,7,1,2018,19,0,0,100,0,0,32.29,67.72
1/7/2018 20:00,166,3.5,17.98333333,42,88.83333333,7,1,2018,20,0,0,35,0,0,32.62,67.96
1/7/2018 21:00,158,3.216666667,18.1,42,89,7,1,2018,21,0,0,14,0,0,32.29,67.72
1/7/2018 22:00,57,3.2,18.33333333,41.5,89.33333333,7,1,2018,22,0,0,11,0,0,30.63,70.07
1/7/2018 23:00,40,3.2,18.1,41,89.83333333,7,1,2018,23,0,0,100,0,0,30.4,71.35
1/8/2018 0:00,34,3.2,17.66666667,42.83333333,90,8,1,2018,0,0,0,100,0,0,30.52,72.85
1/8/2018 1:00,33,3.2,17.28333333,43,90,8,1,2018,1,0,0,100,0,0,28.69,72.47
1/8/2018 2:00,60,3.116666667,17.01666667,43,90,8,1,2018,2,0,0,100,0,0,26.53,71.81
1/8/2018 3:00,48,3.1,16.76666667,43,91,8,1,2018,3,0,0,100,0,0,25.73,72.07
1/8/2018 4:00,30,3.1,16.51666667,43,91,8,1,2018,4,0,0,100,0,0,24.98,74.96
1/8/2018 5:00,29,3.1,16.25,43,91,8,1,2018,5,0,0,100,0,0,23.58,77.66
1/8/2018 6:00,60,3.1,16.1,43.83333333,91.66666667,8,1,2018,6,0,0,100,0,0,23.51,78.52
1/8/2018 7:00,104,3.183333333,17.08333333,42.66666667,92.33333333,8,1,2018,7,0,0,100,0,0,22.96,76.4
1/8/2018 8:00,189,3.35,18.26666667,42,93,8,1,2018,8,0,0,100,0,0,21.75,77.57
1/8/2018 9:00,93,3.55,18.23333333,40.83333333,92.33333333,8,1,2018,9,0,0,100,0,0,21.67,78.5
1/8/2018 10:00,88,3.9,18.45,40.5,91.66666667,8,1,2018,10,0,0,100,0,0,22.51,82.65
1/8/2018 11:00,167.0342648,4.45,19.06666667,40.83333333,90.66666667,8,1,2018,11,0,0,100,0,48.95,22.46,83.56
1/8/2018 12:00,104,5.083333333,19.4,41.83333333,89.66666667,8,1,2018,12,0,0,100,0,146.85,21.65,86.19
1/8/2018 13:00,167.0342648,5.483333333,18.08333333,40.83333333,89,8,1,2018,13,0,0,0,0,247.42,19.85,85.84
1/8/2018 14:00,167.0342648,5.533333333,17.96666667,43.5,89.33333333,8,1,2018,14,0,0,5,60,295.48,21.9,80.54
1/8/2018 15:00,149,5.216666667,18.3,43.83333333,91.66666667,8,1,2018,15,0,0,6,56.81,301.71,21.96,79.61
1/8/2018 16:00,134,4.5,18.88333333,44.16666667,93.16666667,8,1,2018,16,0,0,100,56.17,258.1,21.13,76.2
1/8/2018 17:00,130,3.466666667,18.95,46.33333333,96.16666667,8,1,2018,17,0,0,64,0,149.52,20.55,78.89
1/8/2018 18:00,254,2.966666667,18.5,47.66666667,97.83333333,8,1,2018,18,0,0,29,19.15,67.64,17.31,73.07
1/8/2018 19:00,182,2.716666667,18.2,48.33333333,98,8,1,2018,19,0,0,100,6.51,0,17.32,69.3
1/8/2018 20:00,117,2.683333333,17.95,47,98,8,1,2018,20,0,0,76,0,0,17.21,74.22
1/8/2018 21:00,129,2.6,17.55,46.83333333,97.83333333,8,1,2018,21,0,0,22,0,0,14.24,69.27
1/8/2018 22:00,126,2.6,17.75,45.66666667,97.66666667,8,1,2018,22,0,0,100,0,0,12.43,67.89
1/8/2018 23:00,96,2.533333333,17.98333333,45,97.5,8,1,2018,23,0,0,94,0,0,13.1,69.08
1/9/2018 0:00,57,2.233333333,17.56666667,45,97.16666667,9,1,2018,0,0,0,25,0,0,11.73,72.12
1/9/2018 1:00,45,2.1,17.25,45,98,9,1,2018,1,0,0,21,0,0,10.31,77.91
1/9/2018 2:00,39,2.1,16.98333333,45,97.16666667,9,1,2018,2,0,0,13,0,0,11.01,78.69
1/9/2018 3:00,48,2.116666667,16.66666667,45,97.33333333,9,1,2018,3,0,0,100,0,0,10.81,88.09
1/9/2018 4:00,344,2.133333333,16.55,45,97.5,9,1,2018,4,0,0,100,0,0,9.75,94.24
1/9/2018 5:00,352,1.916666667,16.35,45,98.33333333,9,1,2018,5,0,0,100,0,0,7.9,114.23
1/9/2018 6:00,236,1.883333333,16.41666667,45.5,99.33333333,9,1,2018,6,0,0,100,0,0,7.86,105.95
1/9/2018 7:00,102,2.916666667,17.2,44.66666667,100,9,1,2018,7,0,0,100,0,0,7.7,100.78
1/9/2018 8:00,138,3.65,18.31666667,43.33333333,99.16666667,9,1,2018,8,0,0,100,0,0,9.03,113.5
1/9/2018 9:00,201,4.166666667,18.76666667,45,98.16666667,9,1,2018,9,0,0,100,0,0,9.69,138.01
1/9/2018 10:00,311,4.566666667,19.06666667,45.83333333,97,9,1,2018,10,0,0,100,0,0,8.31,162.35
1/9/2018 11:00,236,5.033333333,19.75,43.33333333,97,9,1,2018,11,0,0,100,0,32.04,10.11,175.91
1/9/2018 12:00,92,5.566666667,19.26666667,44.66666667,96.33333333,9,1,2018,12,0,0,100,0,91.67,9.47,188.75
1/9/2018 13:00,74,5.916666667,18.58333333,45,96,9,1,2018,13,0,0,100,0,160.2,10.54,187.85
1/9/2018 14:00,93,6.2,18.66666667,44.5,96,9,1,2018,14,0,0,100,0,167.32,16.56,181.25
1/9/2018 15:00,89,6.583333333,19.18333333,44,96.16666667,9,1,2018,15,0,0,100,0,186.01,18.08,192.65
1/9/2018 16:00,33,6.533333333,19.48333333,44,96,9,1,2018,16,0,0,100,0,163.76,18.46,200.56
1/9/2018 17:00,40,6.466666667,19.15,44,96.83333333,9,1,2018,17,0,0,100,0,115.7,17.56,208.14
1/9/2018 18:00,33,6.35,18.83333333,44,97.83333333,9,1,2018,18,0,0,100,0,48.06,15.18,202.31
1/9/2018 19:00,149,6.3,18.53333333,44,98,9,1,2018,19,0,0,100,0,0,13.36,184.64
1/9/2018 20:00,167.0342648,6.516666667,19.58333333,43.33333333,98.16666667,9,1,2018,20,0,0,100,0,0,15.63,187.94
1/9/2018 21:00,288,6.633333333,20.23333333,43.33333333,99,9,1,2018,21,0,0,100,0,0,17.65,191.77
1/9/2018 22:00,91,6.716666667,19.85,44.33333333,99.16666667,9,1,2018,22,0,0,100,0,0,16.45,190.08
1/9/2018 23:00,33,6.783333333,19.45,44.16666667,100,9,1,2018,23,0,0,100,0,0,16.92,181.22
1/10/2018 0:00,30,6.783333333,19.05,44,100,10,1,2018,0,0,0,100,0,0,18.13,186.84
1/10/2018 1:00,31,6.766666667,18.73333333,44.5,100,10,1,2018,1,0.7,0,100,0,0,20.52,195.26
1/10/2018 2:00,58,6.566666667,18.51666667,45,99.66666667,10,1,2018,2,0.5,0,100,0,0,21.13,203.07
1/10/2018 3:00,55,6.383333333,18.25,45,98.33333333,10,1,2018,3,0.3,0,100,0,0,21.41,196.61
1/10/2018 4:00,30,6.3,18.08333333,45,97.16666667,10,1,2018,4,0,0,100,0,0,22.18,193.13
1/10/2018 5:00,30,6.25,17.9,45,97,10,1,2018,5,0,0,100,0,0,24.07,201.96
1/10/2018 6:00,125,6.116666667,17.7,45,97,10,1,2018,6,0.7,0,100,0,0,23.85,208.89
1/10/2018 7:00,167.0342648,5.983333333,18.16666667,45.66666667,99.16666667,10,1,2018,7,0.4,0,100,0,0,22.93,222.46
1/10/2018 8:00,134,5.833333333,18.9,44.83333333,100,10,1,2018,8,0.4,0,100,0,0,17.58,235.01
1/10/2018 9:00,167.0342648,6.05,19.28333333,44.33333333,100,10,1,2018,9,0,0,82,0,0,13.04,230.6
1/10/2018 10:00,167.0342648,6.316666667,19.58333333,45.16666667,100,10,1,2018,10,0,0,100,1.99,0,12.77,229.57
1/10/2018 11:00,167.0342648,6.6,19.65,44.83333333,100,10,1,2018,11,0,0,77,0,73.87,14.84,230.91
1/10/2018 12:00,167.0342648,6.816666667,19.41666667,45.16666667,100,10,1,2018,12,0,0,72,10.85,181.56,18.58,238.47
1/10/2018 13:00,39,7.3,18.85,45,100,10,1,2018,13,0,0,100,14.04,232.29,19.27,237.2
1/10/2018 14:00,62,7.35,18.65,46,99.66666667,10,1,2018,14,0,0,100,0,304.38,13.32,251.08
